y,m,d,Prec,Ep,Tavg,Tmax,Runoff
1991,7,2,0.03,4.76,18.2,24.4,2.0023
1991,7,3,0.95,4.09,18.2,23.3,1.6979
1991,7,4,0.28,3.79,19,24.1,1.5429
1991,7,5,1.27,3.82,19.7,25.2,1.3824
1991,7,6,0.58,4.3,20.9,25.9,1.2074
1991,7,7,4.86,4.25,21,26.3,1.1628
1991,7,8,2.24,4.2,19.9,23.5,1.2274
1991,7,9,4.16,2.77,18.1,21.4,1.0792
1991,7,10,0.6,4.59,19.6,24.8,1.0112
1991,7,11,0.04,4.45,21.4,26.5,0.9487
1991,7,12,8.89,4.12,21.2,27.7,1.0034
1991,7,13,2.76,3.33,19.2,22.8,1.5563
1991,7,14,48.65,2.07,14.9,16.1,2.5797
1991,7,15,1.42,3.92,16.9,21.1,4.0023
1991,7,16,0.1,4.06,18.4,22.2,1.1293
1991,7,17,21.9,1.77,15.6,18.3,2.1918
1991,7,18,0.72,3.61,16.4,20.9,1.4393
1991,7,19,2.27,2.65,18.7,22.8,1.1081
1991,7,20,2.7,3.02,18.4,21,0.9777
1991,7,21,0.93,2.35,16.6,19,0.8807
1991,7,22,0.03,4.08,17.6,21.6,0.806
1991,7,23,0.04,4.66,20.2,26.6,0.8183
1991,7,24,11.21,3.17,18.1,23.1,1.116
1991,7,25,12.01,1.99,13.5,15.1,1.8205
1991,7,26,19.34,2.17,11.8,14.5,6.2119
1991,7,27,7.17,2.91,13.1,16.9,9.8206
1991,7,28,0,3.63,14.6,20.3,3.437
1991,7,29,0,4.23,17.2,23.3,2.0769
1991,7,30,0.05,4.38,19.5,25.9,1.6399
1991,7,31,26.38,1.89,16.1,17.8,1.4158
1991,8,1,11.36,1.85,13.6,15.5,4.64
1991,8,2,2.08,1.81,14.5,18,8.3524
1991,8,3,0.5,3.18,16.9,20.9,3.0212
1991,8,4,0.77,3.01,17.5,21.2,2.0101
1991,8,5,0.26,3.82,18,23,1.5641
1991,8,6,0,4.48,19.3,26.3,1.3445
1991,8,7,0,4.49,21.3,29.7,1.1706
1991,8,8,16.48,3.2,19.1,24.2,1.1316
1991,8,9,2.19,2.23,18,20.6,1.058
1991,8,10,0.98,2.35,18.9,21.9,0.961
1991,8,11,0.05,4.01,19.6,24.7,0.8718
1991,8,12,4.55,3.33,19.1,23.6,0.9688
1991,8,13,3.03,3.54,18.6,23.1,0.8127
1991,8,14,0.39,3.67,18.5,23,0.7748
1991,8,15,0.62,3.48,17.4,22,0.7469
1991,8,16,0.25,3.73,18.5,24.3,0.7403
1991,8,17,0.13,3.52,18.4,22.2,0.6611
1991,8,18,3.59,1.97,15.9,17.5,0.6221
1991,8,19,0.06,3.05,14.9,17.6,0.6288
1991,8,20,0,3.59,14.9,20.3,0.6934
1991,8,21,0,3.77,16.6,23.1,0.7302
1991,8,22,0,3.88,18.9,26.9,0.7135
1991,8,23,2.74,1.47,17.1,20,0.8306
1991,8,24,0.35,2.49,18,22.6,0.6421
1991,8,25,1.44,2.66,18.1,22.6,0.5084
1991,8,26,1.17,2.96,17.9,22.8,0.5162
1991,8,27,0.04,3.23,17.1,21.3,0.5396
1991,8,28,0,3.03,15.7,20.2,0.5485
1991,8,29,0.13,2.86,14.2,19.7,0.5831
1991,8,30,0,3.16,14,20.2,0.573
1991,8,31,0,3.21,15.3,22.2,0.5073
1991,9,1,0.22,2.88,17,22.8,0.4738
1991,9,2,4.23,2.04,16.4,19.8,0.485
1991,9,3,0.11,2.83,16.6,21.8,0.5463
1991,9,4,0.18,2.75,17.1,22.2,0.5073
1991,9,5,0.01,2.88,16.7,22.7,0.4593
1991,9,6,0.16,2.25,16.2,20.3,0.4348
1991,9,7,0.21,1.25,12.9,15.8,0.3902
1991,9,8,0,2.4,13.1,17.6,0.3233
1991,9,9,0,2.63,13.9,20.7,0.3222
1991,9,10,0,2.68,16.2,24,0.3512
1991,9,11,7.22,2.15,17,22.7,0.4783
1991,9,12,4.12,1.8,15.5,19.8,1.3724
1991,9,13,1.5,1.31,14.7,17.3,0.4983
1991,9,14,0.49,1.73,15.3,18.7,0.3512
1991,9,15,1.08,1.67,15.1,18.6,0.2419
1991,9,16,0.21,2.36,15.6,20.8,0.2598
1991,9,17,5.43,1.51,15,18.6,0.3434
1991,9,18,0.5,2.39,16,20.5,0.3333
1991,9,19,0,2.39,15.9,22.1,0.3434
1991,9,20,2.73,1.82,14.6,20.3,0.3846
1991,9,21,0.07,2.22,15.5,22.5,0.359
1991,9,22,19.01,2.1,16.9,24,0.6533
1991,9,23,29.25,1.86,12.3,15.1,2.1561
1991,9,24,0,2.25,13.4,19.9,0.7403
1991,9,25,0,2.34,15.3,23.1,0.5474
1991,9,26,30.34,1.57,13.9,18.3,1.0156
1991,9,27,14.99,1.71,9.5,12.6,10.4895
1991,9,28,0.01,1.52,9.6,16.4,2.8328
1991,9,29,9.84,1.21,11.1,14.7,1.3768
1991,9,30,17.62,0.62,10.4,12.4,1.6645
1991,10,1,0.85,1.7,11.4,16.1,1.7915
1991,10,2,5.37,1.93,9.5,11.4,1.1349
1991,10,3,0,1.9,9.7,15.8,0.9008
1991,10,4,0,1.82,11.1,18.3,0.777
1991,10,5,0,1.9,12.3,18.9,0.7124
1991,10,6,10.21,0.52,10,11.3,0.6945
1991,10,7,1.06,1.35,11.2,14.3,0.6555
1991,10,8,0.51,1.09,11,14.1,0.6321
1991,10,9,0,1.74,11.7,17.5,0.5808
1991,10,10,0,1.76,11.8,20.3,0.5418
1991,10,11,0.21,1.71,13.6,22.5,0.5206
1991,10,12,11.11,0.59,11.6,13.4,0.5429
1991,10,13,0.9,1.12,10.3,12.6,0.4972
1991,10,14,0.17,1.48,10,16.5,0.4805
1991,10,15,2.45,1.25,9.6,14.2,0.5006
1991,10,16,0,1.51,9.3,14.8,0.4727
1991,10,17,5.53,0.38,9.4,13.7,0.4582
1991,10,18,7.58,1.34,5.6,8,0.7291
1991,10,19,7.47,0.89,2.8,4.8,0.5574
1991,10,20,8.12,0.65,1.6,4.1,0.5374
1991,10,21,1.56,0.86,1.4,4.5,0.5139
1991,10,22,0.19,0.63,0.7,2.7,0.476
1991,10,23,0.01,0.6,1.9,4.6,0.4482
1991,10,24,0.01,0.66,3.3,6.9,0.4303
1991,10,25,0,0.68,3.7,8.7,0.4214
1991,10,26,0,0.81,4.5,10.4,0.3902
1991,10,27,0,0.84,5.1,11.3,0.359
1991,10,28,0,0.8,5.8,10.8,0.3835
1991,10,29,0,0.49,4.8,7.8,0.4125
1991,10,30,0.12,0.73,5,9.4,0.4114
1991,10,31,0.31,0.62,5.1,8.8,0.3969
1991,11,1,0,0.86,4.7,12.5,0.3556
1991,11,2,1.06,0.39,4.9,11.2,0.3222
1991,11,3,0.1,1.14,7.3,15.1,0.3188
1991,11,4,15.38,0.28,4.4,7,0.4671
1991,11,5,1.14,0.85,2.5,5.9,0.4091
1991,11,6,8.79,0.34,1,3,0.6912
1991,11,7,5.82,0.3,1.5,3.6,0.6968
1991,11,8,0.16,0.51,5,9.1,0.7592
1991,11,9,17.48,0.19,2.8,6.2,1.0078
1991,11,10,1.55,0.45,-1.6,2.1,1.068
1991,11,11,0,0.46,-1.8,6.9,0.7246
1991,11,12,1.71,0.26,1.5,8.2,0.6656
1991,11,13,5.56,0.31,5,8.8,0.6789
1991,11,14,17.2,0.14,0.5,3.2,2.8629
1991,11,15,0.86,0.29,-1.1,4.9,1.4515
1991,11,16,15.05,0.16,-0.3,2.4,1.2007
1991,11,17,9.02,0.18,-1.4,0.4,4.281
1991,11,18,2.29,0.15,-2.8,2.5,2.0703
1991,11,19,2.24,0.18,2.6,8.3,2.029
1991,11,20,2.6,0.03,0.9,2.9,2.4382
1991,11,21,3.24,0.08,0.4,1.2,2.2754
1991,11,22,1.08,0.13,-0.3,0.9,1.4783
1991,11,23,0.09,0.07,0.4,2.1,1.1962
1991,11,24,0.33,0.15,-0.6,2,1.0268
1991,11,25,0,0.19,-0.2,6.6,0.9175
1991,11,26,0,0.13,-0.8,8.9,0.8607
1991,11,27,0,0.15,0.8,9.1,0.8339
1991,11,28,0,0.11,0.4,8.9,0.8662
1991,11,29,0,0.09,-0.4,8,0.8462
1991,11,30,0,0.15,-0.4,7.4,0.8005
1991,12,1,0,0.17,-1,4.1,0.7157
1991,12,2,0,0.12,-1.1,4.3,0.6689
1991,12,3,0,0.17,-1.7,3.6,0.6433
1991,12,4,0,0.17,-2.4,2.7,0.6232
1991,12,5,1.21,0.11,-2.7,0.2,0.6087
1991,12,6,0.52,0.19,-3.5,-1.9,0.5775
1991,12,7,0.07,0.14,-3.1,-0.1,0.5251
1991,12,8,0,0.13,-3.7,0.4,0.4872
1991,12,9,0,0.14,-5.1,-0.8,0.4883
1991,12,10,0,0.12,-7,-2.9,0.4772
1991,12,11,0,0.12,-6.3,0.5,0.4916
1991,12,12,0,0.09,-6,1.6,0.4805
1991,12,13,0,0.09,-5.5,2.8,0.4783
1991,12,14,0,0.08,-5.5,3.6,0.437
1991,12,15,0,0.07,-5.4,3.8,0.4058
1991,12,16,0,0.09,-5.2,3.8,0.4013
1991,12,17,14.67,0.11,-1.6,1.5,1.233
1991,12,18,14.72,0.02,1.1,3.7,1.7525
1991,12,19,12.41,0,0.5,2.3,3.5887
1991,12,20,20.25,0.21,-0.7,2.4,3.6188
1991,12,21,25.92,0.05,-1.6,1.8,2.0903
1991,12,22,51.44,0,3.2,4.1,16.7293
1991,12,23,0.72,0,3.2,6.1,9.0458
1991,12,24,9.46,0.03,0.4,3,3.2832
1991,12,25,4.24,0.03,-1.8,-0.6,2.2821
1991,12,26,0.83,0.01,-2.5,0.7,1.7637
1991,12,27,18.91,0,-0.4,0.3,1.6812
1991,12,28,0.45,0.09,-2.1,-0.5,1.3445
1991,12,29,0,0.02,-5.3,0.5,1.0624
1991,12,30,0,0.01,-5.5,1.4,0.9554
1991,12,31,0,0,-6.7,1.8,0.8629
1992,1,1,0,0,-8.1,2.5,0.7804
1992,1,2,0,0,-6.9,4.1,0.7213
1992,1,3,0,0,-8,3.1,0.6711
1992,1,4,0,0.02,-6.6,2.6,0.6578
1992,1,5,0.92,0,-3.4,1.5,0.6176
1992,1,6,0,0,-3.6,4.3,0.6042
1992,1,7,0,0,-4.3,4.7,0.6132
1992,1,8,0,0,-2.8,3.9,0.6143
1992,1,9,0.52,0.08,1.4,5.6,0.6433
1992,1,10,6.94,0,-0.1,1.5,0.7113
1992,1,11,0,0.02,-2.3,3.9,0.6321
1992,1,12,0,0,-2.6,3.3,0.5151
1992,1,13,0.05,0.01,-3.2,0.6,0.5117
1992,1,14,0.01,0.04,-2.4,1,0.5162
1992,1,15,0,0.03,-1.2,3.1,0.4994
1992,1,16,0.06,0.02,-1.9,3.5,0.5017
1992,1,17,0.04,0.03,-2.2,0.1,0.4794
1992,1,18,0,0.03,-3.1,0.3,0.4905
1992,1,19,3.86,0.07,-2.9,1.4,0.4571
1992,1,20,3.48,0.04,-1.9,0.7,0.4738
1992,1,21,0.1,0.14,-9.7,-4.9,0.4883
1992,1,22,0.03,0.04,-8.5,-2.8,0.4671
1992,1,23,0,0,-6.9,2.1,0.4537
1992,1,24,0,0,-5.6,3.2,0.4404
1992,1,25,0,0.02,-4.7,2.2,0.4292
1992,1,26,0.25,0,-5,-0.1,0.3913
1992,1,27,0.63,0.11,-4.6,-1.2,0.359
1992,1,28,0,0.03,-5.7,-0.8,0.3646
1992,1,29,0,0.02,-3.9,4.1,0.3813
1992,1,30,0,0.02,-3.9,5.5,0.3701
1992,1,31,0,0.02,-2.6,4.8,0.3724
1992,2,1,0,0.03,-3.3,4.7,0.3579
1992,2,2,0,0.07,-2.8,6.1,0.33
1992,2,3,10.05,0.11,-1.8,4.8,0.369
1992,2,4,28,0,0,1,1.5831
1992,2,5,26.59,0,1.2,2.1,5.174
1992,2,6,2.88,0,1.4,2.8,3.8339
1992,2,7,0,0.08,-0.1,5.8,2.0948
1992,2,8,0,0.05,-0.2,8.3,1.4225
1992,2,9,0,0.06,-0.2,8.9,1.1795
1992,2,10,4.54,0.14,-0.5,3.4,1.0323
1992,2,11,3.55,0.01,-1,2,1.1416
1992,2,12,5.27,0,4.2,11,2.2553
1992,2,13,10.37,0,1.4,7.4,2.7704
1992,2,14,3.2,0.14,1.3,3.6,4.1004
1992,2,15,6.66,0.03,1.2,5.8,2.6767
1992,2,16,16.07,0.26,1.1,3.5,7.0056
1992,2,17,18.36,0.44,-3.2,-1.6,3.4716
1992,2,18,2.84,0.32,-6.6,-4.1,2.3322
1992,2,19,0,0.16,-10.4,-5.1,1.7603
1992,2,20,0,0.05,-10,-3.2,1.4827
1992,2,21,0.04,0.03,-8.8,-1.8,1.2888
1992,2,22,0,0.04,-4.9,2.7,1.1728
1992,2,23,0.02,0.06,-0.6,6.6,1.1026
1992,2,24,0,0.06,0.3,9.5,1.0981
1992,2,25,0,0.04,2.5,10.2,1.116
1992,2,26,0,0.05,3.1,7.7,1.1003
1992,2,27,0,0.13,3.2,11,1.0513
1992,2,28,0,0.13,3.3,10.3,1.0257
1992,2,29,0,0.18,3,10.6,1
1992,3,1,0,0.28,3.1,12.1,0.9275
1992,3,2,6.9,0.11,2,8.3,0.9008
1992,3,3,0,0.35,2.7,10,0.8896
1992,3,4,0,0.28,5.8,12.7,0.8618
1992,3,5,0.01,0.13,6.1,14.9,0.8763
1992,3,6,3.48,0,6.3,8.1,0.9398
1992,3,7,0.01,0.28,4.2,8.1,0.9231
1992,3,8,0,0.29,3.9,9.7,0.8105
1992,3,9,0.16,0.22,4,8.7,0.7481
1992,3,10,0,0.28,4,9.9,0.7592
1992,3,11,6.21,0.33,2.4,4.3,0.845
1992,3,12,0.62,0.7,3.1,7.4,0.738
1992,3,13,5,0.29,4.9,7.7,0.7302
1992,3,14,27.37,0,3.3,5.5,1.9331
1992,3,15,45.43,0,2.9,3.3,6.8072
1992,3,16,4.49,0.32,1.3,2.9,6.0157
1992,3,17,0,0.46,2.9,6.5,2.7659
1992,3,18,0,0.52,3.7,8.5,1.9008
1992,3,19,4.41,0.5,4.2,8.7,1.5485
1992,3,20,3.13,0.21,5,7.7,2.1048
1992,3,21,7.76,0.42,5.7,11.7,1.9331
1992,3,22,23.41,0.24,2.8,5.3,1.8651
1992,3,23,31.48,0.36,3.8,7,2.4571
1992,3,24,12.21,0.21,0.5,2,4.1227
1992,3,25,3.02,0.46,0.8,3.5,2.5017
1992,3,26,0,0.78,1.4,5.4,1.9086
1992,3,27,0.31,0.65,2,4.8,1.553
1992,3,28,12,0.35,-0.5,1.5,1.6355
1992,3,29,6.19,0.29,0.3,3.6,1.7815
1992,3,30,0.01,0.7,2.9,11.3,1.8261
1992,3,31,8.64,0.51,3,9.4,1.7258
1992,4,1,8.99,0.46,2.1,4.6,4.3557
1992,4,2,1.9,0.87,3.5,7.8,2.5184
1992,4,3,8.4,0.36,4.8,10,1.9097
1992,4,4,5.52,0.3,5.3,7,1.689
1992,4,5,12.55,0.19,2.6,4,2.679
1992,4,6,0.46,0.97,2.5,4.9,2.8462
1992,4,7,0.04,0.98,4.4,9,2.1806
1992,4,8,0.08,1.24,5,10.6,1.9198
1992,4,9,0,1.32,5.3,9.8,1.7079
1992,4,10,0,1.71,5.2,10.2,1.5318
1992,4,11,0,1.8,5.6,10.8,1.4437
1992,4,12,0.25,1.82,5.5,11.4,1.3177
1992,4,13,9.81,1.35,5.6,7.8,1.4303
1992,4,14,0.09,2,5.5,12.2,1.3044
1992,4,15,6.52,0.76,4.3,8.2,1.2375
1992,4,16,11.7,1.35,1.7,4.1,1.1215
1992,4,17,3.22,1.37,1.4,3.1,1.0814
1992,4,18,8.39,0.26,2,3.9,1.0134
1992,4,19,10.39,0.16,6.3,9.5,1.5663
1992,4,20,2.97,1.2,5.6,7.8,1.9666
1992,4,21,0.01,2.14,7.2,15.6,1.5697
1992,4,22,5.61,1.43,8.1,13.6,1.6232
1992,4,23,19.79,0.63,7,9.8,5.8964
1992,4,24,0,2.64,9.9,18,3.9699
1992,4,25,0.02,3.02,12.8,21.9,2.6176
1992,4,26,0.06,2.65,12,19,2.1617
1992,4,27,8.77,2.03,10.5,16.7,2.1048
1992,4,28,24.39,1.85,9,15.7,3.7704
1992,4,29,8.42,1.67,5,7.3,5.2119
1992,4,30,1.92,1.76,6.1,9.6,3.126
1992,5,1,2.43,2.4,8.7,15.8,2.2921
1992,5,2,5.36,0.85,8.2,10.2,1.8618
1992,5,3,2.39,0.77,6.5,8.1,1.6622
1992,5,4,0.47,1.36,8.2,11.2,1.4682
1992,5,5,1.16,1.4,9.2,12.7,1.3991
1992,5,6,0.67,2.02,10.4,14.3,1.3367
1992,5,7,0,3.17,10.2,16.8,1.2932
1992,5,8,1.91,2.82,11.7,17.7,1.2408
1992,5,9,0.91,2.44,11.6,15.2,1.1762
1992,5,10,4.59,2.38,11.7,15.3,1.1126
1992,5,11,9.58,2.64,9.5,13,1.1906
1992,5,12,0,3.44,11.2,16.8,1.0825
1992,5,13,0,3.93,14.4,21.7,1.039
1992,5,14,0.06,4,16.5,23.5,1.0357
1992,5,15,0.03,4.1,16.9,22.8,1.0379
1992,5,16,0.2,4.02,17.1,22.3,1.029
1992,5,17,1.02,3.23,15.6,19.6,1.0011
1992,5,18,0,3.84,13.8,18.6,1.0089
1992,5,19,0,3.95,12.8,18,1.0045
1992,5,20,3.68,3.7,12.4,17.6,0.9699
1992,5,21,1.73,3.91,11.8,18.3,0.9376
1992,5,22,2.15,3.87,12.4,18.7,0.8919
1992,5,23,3.12,3.78,13.6,20.1,0.8785
1992,5,24,4.16,3.67,13.8,20,0.8016
1992,5,25,3.56,3.04,13.9,19,0.7993
1992,5,26,3.49,3.88,14.9,21.6,0.854
1992,5,27,2.67,3.59,14.4,19.9,0.932
1992,5,28,0.38,3.97,15.2,21.1,0.9108
1992,5,29,4.26,2.89,14.4,18.5,0.8974
1992,5,30,1.39,3.64,15.4,20.9,1.0468
1992,5,31,10.89,2.41,15,20.2,1.0937
1992,6,1,1.64,3.67,16.1,21.9,1.2085
1992,6,2,4.52,3.19,16.9,23.4,1.1516
1992,6,3,15.64,2.27,14.3,17.9,1.4036
1992,6,4,1.99,3.55,14.5,18.3,1.349
1992,6,5,10.47,3.17,13.4,16.1,1.3556
1992,6,6,4.73,3.37,11.5,14.8,1.2854
1992,6,7,1.65,3.68,12.9,17.6,1.2286
1992,6,8,4.26,2.62,11.8,14.4,1.2676
1992,6,9,2.7,3.21,12.8,16.8,1.3634
1992,6,10,2.2,3.52,13.3,18.2,1.7458
1992,6,11,7.47,2.76,12.3,15.3,1.3924
1992,6,12,5.31,2.79,12.6,15.9,1.0167
1992,6,13,5.52,2.78,13.7,17.5,0.9866
1992,6,14,0.4,3.46,15.5,20,0.9142
1992,6,15,0,4.77,17,23.1,0.9131
1992,6,16,0.23,4.25,17.5,22.8,0.9799
1992,6,17,6.6,3.41,16.1,20.2,1.0546
1992,6,18,2.31,3.22,15,18,0.9944
1992,6,19,23.23,0.94,10,12,2.9175
1992,6,20,3.99,3.79,14.1,18.5,1.7492
1992,6,21,1.63,2.45,13.1,16.2,1.2598
1992,6,22,0,3.48,17.4,23.9,1.0123
1992,6,23,10.16,3.17,16,22.2,0.8908
1992,6,24,14.65,3.7,15.4,21.1,1.3579
1992,6,25,33.55,1.14,13.5,14.5,2.835
1992,6,26,6.31,3.41,15.5,19.5,2.1182
1992,6,27,0.16,4.3,15.6,20.1,1.4649
1992,6,28,0,4.68,15.9,21.2,1.1639
1992,6,29,0.04,4.18,17.1,22.1,0.9275
1992,6,30,0.04,4.56,18.8,24.9,0.8974
1992,7,1,9.69,2.16,16,18.5,0.8573
1992,7,2,25.83,1.7,14.6,16.9,0.9142
1992,7,3,0.46,3.89,16.9,21.8,0.8272
1992,7,4,23,1.53,14.1,17.6,1.0903
1992,7,5,14.39,1.63,11.8,14,2.6578
1992,7,6,2.7,3.13,13.2,17.5,1.8216
1992,7,7,3.3,3.37,13.5,18,1.4905
1992,7,8,1.47,3.32,15.3,20,1.3177
1992,7,9,2.82,3.54,15.6,20.8,1.3679
1992,7,10,3.61,3.62,15.7,19.7,2.0491
1992,7,11,22.91,1.66,12.6,14.4,4.7782
1992,7,12,7.29,2.1,12.3,15.9,3.0647
1992,7,13,0.68,3.76,14.5,19.1,2.4694
1992,7,14,0,4.02,16.4,21.4,1.8941
1992,7,15,0.52,3.43,17.8,21.7,1.6277
1992,7,16,1.08,3.99,17.6,23.4,1.5362
1992,7,17,0.7,4.41,19.2,24.6,1.3902
1992,7,18,3.76,3.36,18.5,22,1.2754
1992,7,19,0,4.69,19.8,25,1.2029
1992,7,20,2.28,4.23,20.7,26.8,1.1873
1992,7,21,9.09,4.53,20.9,26.4,1.2174
1992,7,22,19.98,2.16,16.7,18.2,1.6567
1992,7,23,0.19,3.6,18.3,23,1.4616
1992,7,24,3.01,3.64,18.9,23.9,1.155
1992,7,25,1.57,2.99,18.2,21.4,0.9978
1992,7,26,0.12,3.42,19.1,23.6,0.8852
1992,7,27,0.56,4.4,20.4,25.3,0.8495
1992,7,28,1.46,3.62,17,20.5,0.8573
1992,7,29,0.3,3.84,19.3,25.6,0.9298
1992,7,30,0,4.8,22,28.1,1.4236
1992,7,31,1.08,4.05,21.1,26.8,0.8071
1992,8,1,1.75,3.74,20.3,26.3,2.1082
1992,8,2,0.14,3.84,20.5,25.8,1.3512
1992,8,3,2.19,4.04,21.8,27.6,0.9387
1992,8,4,25.05,2.39,18.2,20.5,1.5931
1992,8,5,0,4.1,19.5,25,1.0045
1992,8,6,0.36,3.1,21.1,25.4,0.8339
1992,8,7,0.89,3.6,22.2,26.7,0.8317
1992,8,8,0,4.56,23.2,29.5,0.8607
1992,8,9,0,4.66,23.1,29.8,0.7536
1992,8,10,10.5,1.75,15.5,18.7,1.1137
1992,8,11,1.64,3.57,15.4,20.2,1.1639
1992,8,12,0.9,3.31,15.8,19.8,2.1282
1992,8,13,0.15,3.42,16.4,20.3,1.0546
1992,8,14,10.41,2.38,15,18.4,0.9521
1992,8,15,2.13,3.22,14.7,18.1,1.1605
1992,8,16,0,3.48,16.3,21.7,0.7681
1992,8,17,0,3.89,18.8,24.6,0.689
1992,8,18,0,4.08,20,27.1,0.7547
1992,8,19,0.09,3.77,21.3,28,0.7547
1992,8,20,9.33,3.85,21.1,28.6,0.7503
1992,8,21,5.06,3.26,19,23.7,1.4727
1992,8,22,0.84,3.33,18.4,22.3,0.8283
1992,8,23,6.09,2.71,17,20.6,0.8183
1992,8,24,0.24,2.95,18.3,22.5,1.1583
1992,8,25,0,3.95,19.4,26.8,0.7514
1992,8,26,0.41,3.82,21.2,29.7,0.7012
1992,8,27,0.09,3.29,21,25.5,0.6221
1992,8,28,0.02,3.58,21.6,28.6,0.5764
1992,8,29,9.59,3.12,19.1,26.4,0.5585
1992,8,30,10.09,2.05,16.1,18.5,2.0023
1992,8,31,30.89,3.61,16.4,22.9,0.9755
1992,9,1,11.84,3.08,9.4,13.2,8.5185
1992,9,2,0.05,3.14,13.2,19.5,1.7291
1992,9,3,6.75,2.18,14,18.9,1.1416
1992,9,4,18.35,2.47,8.8,11.4,2.621
1992,9,5,5.43,2.52,7.5,10.8,1.8685
1992,9,6,0.13,2.61,8.3,13.9,1.2219
1992,9,7,0,2.98,11.5,19.9,1.0034
1992,9,8,2.86,0.89,12.2,15.5,0.8874
1992,9,9,4.39,1.67,13.4,17.3,0.9287
1992,9,10,2.45,1.97,14.1,19.1,0.806
1992,9,11,0.17,2.67,14.9,20.9,0.7893
1992,9,12,0.08,1.77,14.7,18.3,0.7358
1992,9,13,0.05,2.28,14.7,20.1,0.689
1992,9,14,16.34,1,12.5,15,1.2531
1992,9,15,0.71,1.91,13.5,17.4,1.0368
1992,9,16,0,2.57,14.2,20.9,0.8183
1992,9,17,0,2.69,14.5,21.6,0.7391
1992,9,18,0.5,2.47,15.2,22,0.699
1992,9,19,4.69,1.51,14.9,18.1,0.67
1992,9,20,0.21,1.76,14.8,18.1,0.5808
1992,9,21,0.04,2.45,15,21.4,0.5808
1992,9,22,0,2.87,16.4,23.7,0.563
1992,9,23,6.13,0.8,12.6,14.5,0.5485
1992,9,24,2.13,1.26,12.4,14.9,0.6254
1992,9,25,0.02,2.21,13.4,19.6,0.5585
1992,9,26,0,2.31,13.9,21.3,0.4961
1992,9,27,0,2.49,15.2,24.3,0.4314
1992,9,28,1.64,1.04,13.8,16.9,0.4326
1992,9,29,18.46,0.87,10.8,12.5,0.99
1992,9,30,0.12,1.21,11.1,13.9,0.8261
1992,10,1,0.65,1.35,11.2,14.9,0.6087
1992,10,2,8.42,1.27,10.2,14.2,0.6065
1992,10,3,1.51,1.51,10.9,14.3,0.6778
1992,10,4,1.09,0.67,9.9,12.8,0.5017
1992,10,5,2.62,0.97,9.4,14.5,0.4838
1992,10,6,8.47,1.55,10.2,15,0.6065
1992,10,7,11.93,1.13,10.2,11.9,1.1561
1992,10,8,0.03,1.61,11,15.6,0.8785
1992,10,9,0.11,1.54,10.8,16,0.6444
1992,10,10,3.57,1.01,9.3,10.6,0.5518
1992,10,11,1.48,0.66,8.5,10.2,0.4783
1992,10,12,0.71,0.88,7.9,10,0.4682
1992,10,13,0.02,1.13,7.9,12.4,0.4749
1992,10,14,0,1.34,8.6,13.7,0.4749
1992,10,15,3.75,0.41,7.5,9,0.4615
1992,10,16,4.59,0.87,4.6,5.9,0.4359
1992,10,17,14.01,0.34,2.2,3.1,0.8071
1992,10,18,3.56,0.8,1.4,3.8,1.3233
1992,10,19,0.03,0.98,2.5,9.9,0.8016
1992,10,20,3.62,0.82,5.4,9.4,0.641
1992,10,21,13.43,0.22,2.9,6.5,1.4671
1992,10,22,6.24,0.83,1.6,5.6,1.3991
1992,10,23,6.2,0.61,0.3,5.7,0.9108
1992,10,24,11.47,0.56,1.9,4.2,1.3735
1992,10,25,18.56,0.27,3.6,6.7,2.7514
1992,10,26,7.52,0.36,3.3,5.1,2.9153
1992,10,27,2.3,0.43,3.2,9.5,1.417
1992,10,28,9.69,0.58,6.1,11.6,1.3813
1992,10,29,8.6,0.99,4.9,8.5,4.3635
1992,10,30,1.26,0.52,2.6,7.2,1.6477
1992,10,31,4.25,0.41,2.7,4.4,1.0903
1992,11,1,0.95,0.49,4.3,8.5,0.8194
1992,11,2,0,0.66,5.2,11,0.6979
1992,11,3,16.22,0.16,5.2,7.9,1.3679
1992,11,4,8.3,0.16,7.1,8.7,3.3735
1992,11,5,0.11,0.55,8.1,12.7,2.0279
1992,11,6,0,0.77,5.9,14.5,1.2888
1992,11,7,0,0.73,6.4,15.8,0.9588
1992,11,8,0.01,0.49,5.3,10.4,0.7625
1992,11,9,0,0.67,5,12.8,0.6823
1992,11,10,8.35,0.26,4.3,9.9,0.738
1992,11,11,11.99,0.61,4.8,7.9,1.0502
1992,11,12,9.58,0.8,1.7,4,1.534
1992,11,13,14.07,0.31,-0.4,2.2,2.5586
1992,11,14,2.04,0.34,-0.7,4.5,2.126
1992,11,15,5.83,0,4.1,7.1,2.9655
1992,11,16,11.54,0,2.7,5,6.4839
1992,11,17,7.74,0.14,-0.2,1.4,2.8941
1992,11,18,3,0.41,-1.8,1.7,1.6132
1992,11,19,19.28,0,2.1,5.4,3.9577
1992,11,20,3.85,0.06,0.5,2.9,2.4638
1992,11,21,19.87,0.11,2.1,5.6,7.7548
1992,11,22,34.73,0,6.2,6.7,20.0805
1992,11,23,0.19,0.24,5.6,12.8,10.6066
1992,11,24,0,0.21,2.9,12.9,3.767
1992,11,25,0.15,0.15,3.2,9.4,2.2709
1992,11,26,23.61,0.06,5.6,8.2,2.6511
1992,11,27,0.93,0.48,3.2,6.6,2.5574
1992,11,28,11.01,0.11,3.2,6.4,1.8417
